	Cell 1	Cell 2	Cell 3	Cell 4	Cell 5	Cell 6	Cell 7	Cell 8	Cell 9	Cell 10	Cell 11	Cell 12	Cell 13	Cell 14	Cell 15	Cell 16	Cell 17	Cell 18	Cell 19	Cell 20	Cell 21	Cell 22	Cell 23	Cell 24	Cell 25	Cell 26	Cell 27	Cell 28	Cell 29	Cell 30	Cell 31	Cell 32	Cell 33	Cell 34	Cell 35	Cell 36	Cell 37	Cell 38	Cell 39	Cell 40	Cell 41	Cell 42	Cell 43	Cell 44	Cell 45	Cell 46	Cell 47	Cell 48	Cell 49	Cell 50	Cell 51	Cell 52	Cell 53	Cell 54	Cell 55	Cell 56	Cell 57	Cell 58	Cell 59	Cell 60	Cell 61	Cell 62	Cell 63	Cell 64	Cell 65	Cell 66	Cell 67	Cell 68	Cell 69	Cell 70	Cell 71	Cell 72	Cell 73	Cell 74	Cell 75	Cell 76	Cell 77	Cell 78	Cell 79	Cell 80	Cell 81
Itgb2	2.5084	2.7537	3.2385	2.2353	3.7845	2.5541	2.8364	3.0052	3.3997	2.8012	2.6439	1.8338	2.5922	3.7202	2.9138	3.4263	3.665	2.7663	2.8563	3.9754	2.9688	2.6879	2.7444	2.5025	2.1302	2.2243	2.7103	3.5069	3.4989	3.5394	2.331	3.0873	3.9638	2.7014	3.4065	2.642	3.3683	1.8027	2.7796	2.8489	3.4178	2.2103	2.9557	3.03	1.5916	1.9205	3.3992	3.0848	2.8157	3.0657	2.4273	3.451	3.7133	2.4222	2.0891	1.3772	2.9972	2.2034	1.9069	3.9685	3.2706	2.523	3.4368	2.9786	2.3727	3.6148	2.3208	3.2881	2.6709	4.0402	2.9711	2.544	1.8322	3.6499	4.0933	2.433	1.8731	2.1683	1.7331	3.1979	2.0934
Ckmt1	0.25151	-0.0042132	0.48488	-0.0042132	-0.0042132	-0.0042132	0.15836	1.5738	0.6953	-0.0042132	-0.0042132	0.7518	0.77123	0.2885	-0.0042132	0.33386	-0.0042132	0.76304	0.95921	-0.0042132	0.67283	1.0348	3.3979	-0.0042132	0.13388	1.406	0.75909	0.80007	0.23372	-0.0042132	-0.0042132	0.83136	0.31538	3.5638	0.38311	0.25391	1.1977	1.2177	1.245	-0.0042132	0.53919	0.5437	1.0891	0.35882	1.0903	0.32439	-0.0042132	1.2759	0.64803	0.91947	-0.0042132	0.37372	-0.0042132	0.98655	2.5941	0.027655	-0.0042132	-0.0042132	3.1203	0.93251	1.0802	0.17674	0.78065	-0.0042132	0.45459	0.56721	1.7486	0.92381	0.15805	-0.0042132	-0.0042132	1.1696	1.091	3.474	0.25121	0.9923	0.96693	0.91746	-0.0042132	0.46313	0.34833
Comt	3.0387	2.7577	2.465	3.5354	2.7264	2.7244	2.4788	2.9622	4.1162	2.533	2.9859	2.4197	3.0526	3.8246	3.1154	3.4694	2.8064	3.1489	3.0728	3.6955	3.2421	3.2733	3.083	3.0253	3.4897	2.8886	3.5599	3.3329	3.3781	2.7229	2.9827	2.5432	3.799	2.8806	2.9223	2.6687	2.5997	2.902	3.1919	3.6124	2.7104	2.795	3.1754	2.6127	3.2087	2.8006	2.4138	3.1634	3.0992	2.6541	3.4107	2.494	4.1634	3.14	2.6203	2.3344	3.5039	2.9223	3.1215	3.5855	3.4995	2.5673	2.632	3.8626	3.5729	3.7082	2.7283	2.8179	2.917	3.8652	3.0803	2.7409	2.5977	3.0427	2.9677	2.7799	2.5759	3.1969	2.8346	3.0019	2.4666
Dazap2	2.9348	2.0173	3.052	4.7106	3.1589	1.6921	1.8882	2.8431	4.0286	2.2856	3.632	3.326	3.4192	4.0563	3.1639	3.4794	3.4053	2.1158	2.9213	3.6167	3.1105	3.0457	2.3105	3.4972	3.158	2.2458	3.3692	2.92	3.0469	3.4118	2.9129	0.79222	3.9729	2.8656	2.4742	4.0056	0.96363	2.2852	2.7897	3.4941	3.0624	2.6266	2.8819	2.8764	2.5991	3.2228	3.228	2.6842	2.5139	3.303	3.6158	3.0835	3.3163	3.7617	2.9479	2.7598	3.3108	3.2887	3.4113	3.6851	3.3078	2.4772	4.0283	3.8932	3.3996	3.5139	2.5457	2.2114	2.6906	2.4387	2.9283	3.7532	3.1009	3.9287	2.9906	2.957	2.2946	3.0057	3.8417	4.0921	2.9151
Mcts1	3.125	3.1551	3.0357	3.477	2.7626	1.5922	1.7322	1.9872	1.7138	2.7934	2.843	1.9218	1.9774	3.2503	2.0582	3.1903	2.7549	2.4274	2.6755	1.6125	1.6655	3.0378	1.9386	2.6636	3.6751	2.0971	3.1552	2.7478	3.3119	1.5491	2.2689	2.0689	2.5059	2.235	2.879	2.7266	2.3817	3.0816	0.65334	2.2479	2.7275	1.9027	2.543	2.7712	1.1957	3.3927	3.1294	2.2617	2.3222	2.649	2.5021	1.0215	2.709	3.148	1.4982	2.0207	2.6904	1.8876	3.2039	2.5234	3.3011	3.2992	2.8993	1.0864	2.617	3.0806	2.4443	1.738	2.9622	3.6705	2.488	1.0049	1.767	3.3131	1.2213	2.7285	1.9552	1.3985	0.98168	3.7198	2.7102
Trappc10	0.4193	1.6565	2.6123	0.93066	0.70289	1.0866	1.3163	1.5142	0.027488	-0.041315	0.46742	0.56706	2.1457	0.33456	3.5364	-0.034839	1.6064	0.39094	1.564	2.762	2.532	0.67008	2.6704	0.2571	1.678	2.7168	2.9423	1.4638	0.41164	2.2094	3.126	1.228	0.92611	0.41683	2.0545	1.4113	1.2015	2.0915	3.01	0.4207	2.3029	1.7488	2.3158	1.213	2.1329	2.3015	1.3912	1.5738	1.1799	1.9596	1.2372	0.98469	0.43273	1.2005	1.6074	0.25368	1.9908	1.0897	1.1516	1.2854	2.7554	0.16918	1.0405	0.034538	0.4044	2.5132	1.5746	2.1339	0.040986	1.4262	0.62201	1.5532	0.50139	1.9958	0.6672	3.0013	1.0013	1.6224	3.2455	1.87	1.2414
Ccm2	0.091652	3.6437	2.287	1.0118	0.41098	1.5037	2.0711	2.1223	2.0079	0.1614	3.0032	2.0095	3.5282	1.0053	1.7902	1.9007	0.86178	2.4108	1.0122	1.1325	3.0784	0.55519	3.6369	0.088651	1.5402	0.065412	3.2619	-0.19677	1.2596	1.5923	1.5263	0.91572	0.65081	2.4868	1.7127	0.8285	3.2175	3.4801	1.8771	2.0139	1.3248	2.0064	0.70108	1.5838	0.50303	0.73516	1.2622	-0.027231	1.7549	2.6733	3.009	2.3767	3.3606	3.1593	2.4228	1.7368	3.4173	1.4399	3.0782	2.4325	2.6422	1.1321	-0.015002	1.428	3.2219	0.68676	2.8248	2.2997	3.0551	1.4129	1.7287	0.91977	2.992	2.7109	0.42058	1.7831	1.7106	1.0046	1.0265	2.1361	0.2231
Tbrg4	3.4859	0.87825	3.3395	0.85747	2.62	3.1371	1.7502	1.5708	0.2277	0.9845	0.34635	1.5824	2.8226	0.61528	-0.044152	2.7363	3.3478	2.4258	2.4442	3.9595	2.6603	3.2149	3.6404	2.4039	2.1377	2.8751	0.01953	2.0029	2.2482	1.7805	2.2951	2.0351	3.0328	2.9377	2.3204	0.41088	1.7855	3.2468	2.1154	3.5569	2.7714	2.0741	2.8196	0.78011	1.4456	1.2096	0.31147	0.79573	1.0307	2.5162	1.4901	2.8856	2.4737	0.67918	2.0443	2.1243	2.1814	1.4949	1.004	1.8355	3.0612	1.7095	1.6473	2.6817	3.1984	2.7694	2.7414	3.3077	2.5904	3.14	2.6713	2.2395	1.8185	1.1215	1.7707	0.57163	1.9399	1.5823	1.434	2.1856	1.2081
Mx1	-0.0019652	-0.0019652	2.1981	0.30307	-0.0019652	-0.0019652	3.2533	0.38783	0.47495	0.44221	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	3.1025	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	2.4852	-0.0019652	-0.0019652	-0.0019652	0.10453	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	0.41734	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	2.7908	-0.0019652	0.5493	0.65028	-0.0019652	3.7489	-0.0019652	-0.0019652	0.27045	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	0.67568	-0.0019652	0.36021	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	-0.0019652	2.8413	-0.0019652	0.12749	0.13186	-0.0019652	0.35057
Ndufa9	1.6444	1.7485	3.2224	3.8542	2.4021	1.6748	2.6969	2.7753	3.9499	3.3853	3.6447	2.8451	3.1377	4.0588	2.9376	2.9894	2.4392	2.3094	2.6377	3.7721	2.89	2.9688	3.0902	3.0397	1.6837	2.668	2.5172	2.8344	1.8407	2.5123	2.1989	2.9513	4.1573	2.6253	3.2054	1.3688	2.5014	2.3038	2.9045	2.9764	2.8054	2.579	2.5819	2.4315	3.0433	1.7506	2.4732	2.6248	2.698	2.7763	3.7075	2.5323	2.4251	3.1128	2.1947	1.9121	2.396	3.9817	3.0477	3.3222	3.091	1.2827	3.7335	3.7849	0.99368	3.9857	2.4658	2.5348	3.5457	2.1909	2.5746	3.7313	2.7885	4.1732	2.9426	1.6927	2.8653	2.2	3.7203	0.93633	2.6717
Lck	3.8987	1.8177	3.639	4.23	3.707	3.1056	2.8467	3.4894	4.1891	3.7422	3.5695	3.5377	4.3615	4.1592	3.4012	3.862	4.4715	3.1992	3.5562	3.9546	3.7198	3.3543	4.5105	3.4989	4.7706	3.4741	3.765	3.5017	3.8935	4.3348	3.6067	3.5861	3.9299	3.5619	3.7566	3.9214	3.607	3.523	3.399	3.5363	3.6032	3.8491	3.3681	3.4903	3.3741	3.1683	3.8037	3.0223	3.3576	3.429	4.27	3.5848	4.7121	4.1746	3.3089	2.8096	3.1632	4.0749	3.6003	4.1386	3.9379	3.86	3.8987	3.9649	3.6568	4.4733	3.3126	2.3198	4.2272	2.7167	3.7219	4.014	3.5422	4.5363	3.7533	3.8944	2.4335	3.0599	4.501	3.3309	3.4047
Galnt1	2.3213	0.91175	0.027522	0.80684	0.24853	2.7026	1.4725	3.2441	1.5725	1.6655	0.36024	2.2688	2.5508	3.3002	2.6837	2.3856	0.78947	2.0203	0.95282	2.5241	-0.49774	2.7621	0.90064	2.4484	3.6289	1.5587	3.0211	1.4682	1.0865	1.8847	1.6433	1.4539	0.89816	1.0002	2.1347	2.9121	1.8027	0.54457	2.732	1.3588	2.4808	1.8587	2.6702	2.6689	2.3316	1.5457	0.5167	1.2511	1.2412	1.0354	3.2098	1.7603	3.2003	1.7357	2.1021	1.6808	2.1052	0.9419	2.9064	3.343	2.5308	1.7799	2.0359	2.5926	2.4303	1.8134	1.9344	2.6203	0.28784	1.1521	3.0685	1.6749	2.2857	1.5708	3.0277	0.35824	1.2198	1.8819	1.1191	2.6461	1.2026
Mkrn2	0.057902	0.69691	-0.24084	1.9304	3.216	0.87373	1.0769	0.0494	0.18381	1.2128	1.7345	1.0482	0.29181	0.55134	2.6935	2.9863	0.15067	-0.70475	1.9947	0.3955	-0.42805	2.7715	0.062222	0.17131	1.6761	-0.77638	0.10708	-0.62078	0.14749	0.61126	2.6578	0.6236	0.28819	2.7212	-0.37618	0.1247	0.51042	-0.18558	0.96234	2.7419	2.1632	0.1578	-0.70977	0.22311	1.7591	0.25349	-0.16866	2.4049	-0.81765	1.98	3.3343	-0.4862	0.90548	0.0245	-0.70243	1.0415	2.373	0.41852	-0.17575	2.4843	2.1324	0.7904	-0.0083401	0.62569	2.8645	0.42753	2.3728	2.5301	0.25414	0.98589	2.5506	0.69802	2.4978	0.12954	0.88686	-0.12554	1.1663	0.62494	0.63856	0.40149	2.5001
Pparg	-0.0027936	-0.0027936	0.30688	-0.0027936	-0.0027936	-0.0027936	-0.0027936	-0.0027936	2.4595	1.1295	-0.0027936	-0.0027936	0.29559	0.28992	-0.0027936	1.2726	1.5444	3.3071	-0.0027936	2.9959	-0.0027936	-0.0027936	0.5184	-0.0027936	-0.0027936	-0.0027936	-0.0027936	2.017	-0.0027936	-0.0027936	3.4888	-0.0027936	-0.0027936	-0.0027936	-0.0027936	-0.0027936	-0.0027936	2.9334	-0.0027936	2.9711	-0.0027936	-0.0027936	-0.0027936	-0.0027936	-0.0027936	-0.0027936	-0.0027936	-0.0027936	-0.0027936	1.8502	1.2649	0.37514	-0.0027936	-0.0027936	-0.0027936	-0.0027936	1.9963	-0.0027936	-0.0027936	0.78164	3.1775	0.06619	-0.0027936	-0.0027936	-0.0027936	-0.0027936	-0.0027936	-0.0027936	-0.0027936	-0.0027936	-0.0027936	-0.0027936	-0.0027936	-0.0027936	-0.0027936	-0.0027936	-0.0027936	1.4408	-0.0027936	-0.0027936	-0.0027936
Raf1	2.6644	1.1418	2.3042	0.64749	1.8041	3.4259	1.6948	2.4013	0.96793	0.59883	0.97094	1.6874	2.2821	2.3841	2.1229	3.447	1.5012	2.5246	3.0574	3.8281	2.989	3.1684	3.0027	0.13163	1.9996	2.6899	3.031	1.8572	2.8565	1.9237	1.9721	1.2316	1.3604	2.1765	1.8007	3.1919	0.87497	-0.27829	1.317	3.374	2.1172	3.4942	1.7078	0.88515	2.3155	1.1153	0.69193	2.7012	2.4168	2.0792	2.6933	0.95334	3.1086	2.5282	2.0787	1.5697	0.48815	2.7826	-0.26374	3.099	2.7871	2.8325	2.6472	0.32278	-0.36301	0.62913	1.924	2.5582	2.5497	2.3926	1.2258	2.437	3.0184	3.7466	1.828	1.3646	1.5703	1.0508	2.7877	0.94995	-0.2557
Pdgfb	0.25052	-0.00059896	0.30232	2.3258	-0.0056734	0.63689	0.002139	2.958	-0.0042963	-0.0068793	-0.006448	0.0006231	1.762	0.28896	-0.010749	-0.0066362	-0.0045351	0.75655	-0.0072069	3.2036	-0.0087052	3.2681	3.0411	2.9616	-0.0015936	0.76003	1.898	-0.010094	2.062	-0.0012161	3.5474	0.14001	3.3128	3.4098	-0.0083314	1.5153	1.6282	0.33424	3.0847	-0.0037202	-0.0094722	2.7504	-0.010735	2.7133	0.17263	0.32481	-0.0068361	-0.0088018	1.3331	-0.0091189	-0.0064741	1.9785	3.2493	0.5538	2.0465	0.14208	-0.0062798	1.5993	2.6382	2.4586	-0.0094174	2.2956	-0.0056809	-0.0040316	-0.0073705	-0.0025401	-0.0095406	-0.0034955	2.9417	0.11546	0.32221	0.56647	-0.0084708	-0.0046873	-0.0037314	0.31718	0.0020423	-0.0011176	-0.0010194	0.2129	1.636
Wdr77	1.0845	1.7167	2.2392	1.3103	0.76216	1.6429	1.9354	2.6925	0.29105	0.62846	0.53656	2.0524	1.2395	2.7513	-0.12335	2.307	0.85873	2.7079	1.3483	1.3541	0.94212	2.914	1.733	2.2214	3.6415	2.8317	2.8954	2.6344	1.469	1.7564	1.9316	1.6929	2.1821	1.9378	2.6138	1.5295	1.8657	1.7083	2.6818	3.0192	2.6571	1.9144	2.3961	1.8516	0.99239	2.5498	1.7635	2.5161	2.1342	1.9501	2.9086	2.3967	2.6854	3.0346	1.8318	2.0676	2.3885	2.1715	1.3239	3.5678	2.38	1.5799	1.0332	1.3632	0.43043	1.348	1.9335	1.8064	3.9044	1.3297	2.3027	3.2665	2.5704	3.7344	3.1875	2.9772	2.4461	2.0455	1.9912	2.9453	1.5886
Atp5f1	3.9919	4.4194	3.6242	4.3716	3.8824	1.6093	2.242	3.4063	4.2292	3.7817	3.5392	3.4138	3.6091	4.1782	3.2305	3.9256	3.9175	3.3363	3.448	3.5245	3.5422	3.7384	4.1767	3.1272	3.9794	3.4226	3.6749	3.3798	2.3469	3.7831	3.1585	3.4233	4.1133	3.1971	3.7832	3.7762	2.831	3.6621	3.3851	4.4134	3.3697	2.9577	2.8058	3.5772	3.339	1.7582	3.6164	3.3903	3.3548	3.5427	4.0429	3.4593	3.1538	3.5875	3.0287	3.0858	3.4953	4.0986	3.725	3.9645	3.7169	2.8144	3.891	4.2411	3.706	3.2996	3.1415	3.2204	4.1779	4.0991	3.1934	2.0563	3.424	3.9829	4.29	3.429	2.5897	4.1756	3.6234	4.016	3.1422
C1d	0.33879	1.1743	2.6751	4.1423	3.1228	1.4292	1.9221	2.6266	3.2076	0.58838	2.6563	2.0112	1.9326	1.0769	1.6976	0.30541	0.71835	2.0496	0.76249	2.4843	2.6127	2.6845	3.828	2.3604	3.5866	2.1352	1.9305	1.2331	2.2577	1.1929	2.4893	1.5136	3.3878	2.4861	2.7375	2.8402	1.8266	2.6356	2.7119	2.7687	2.7555	1.4467	2.2454	3.3555	2.7619	1.7498	1.0178	2.5271	2.0514	2.6642	3.4812	2.7644	3.2249	3.246	2.6747	2.1527	1.4942	2.0537	2.9904	3.0614	2.6921	1.4692	3.0913	3.1958	2.8391	2.7259	2.5597	1.3353	3.0604	1.4167	1.8214	2.7388	0.87726	3.1622	3.1832	1.66	2.6164	2.4698	1.562	3.7944	2.4096
Gm2a	3.0509	3.5827	2.6459	4.2054	3.4959	2.4426	1.5708	3.1855	4.3042	3.0962	3.8308	1.7917	2.5863	4.4106	3.4036	3.7399	3.8975	3.1786	2.8473	3.6739	2.4173	2.3741	3.0902	2.7083	3.6408	2.2284	3.2643	2.9703	3.0373	2.9746	2.8709	3.5061	3.4817	2.4009	2.9931	3.263	2.9629	3.649	2.8264	3.8953	3.1245	2.9069	2.9508	3.4352	2.1778	2.5159	2.6749	3.1348	2.5972	2.9896	3.5455	3.2074	4.3385	2.4966	2.521	1.4741	3.5661	2.6218	3.3822	3.6481	3.0051	3.4097	3.4284	3.8037	3.7321	1.4695	2.5817	1.0024	2.8001	3.9789	3.0047	3.2222	3.2889	4.4884	2.9024	1.4879	1.7327	1.4284	4.7452	4.1687	2.7759
Krit1	0.58698	3.2729	2.3384	3.6669	3.0786	2.3545	1.6973	2.7914	4.4281	2.7665	3.4519	2.6999	3.7502	3.5457	2.1618	1.3579	3.2601	3.1518	3.0033	2.5911	1.775	3.0385	3.2772	2.9064	3.5731	2.8449	2.3757	3.3365	3.5422	3.0832	2.5075	1.0885	0.98915	2.4092	3.5301	3.4748	1.5608	1.5946	1.9225	2.8028	2.7834	1.1869	1.9775	3.4173	2.5352	3.0391	1.7911	2.0859	2.8231	2.6155	3.5676	2.8627	1.2514	2.3035	2.8687	1.9244	3.1483	1.1714	2.0949	3.9099	3.07	1.3609	2.6508	3.8316	1.064	3.6461	2.1958	3.4909	0.7186	4.2482	2.2148	1.0975	2.6309	3.4929	3.6952	0.17684	1.9781	1.3901	0.82369	3.0988	0.89824
Clcn4-2	0.018137	2.0339	0.20946	0.87621	0.41662	2.1586	0.45953	2.941	2.802	1.3735	-0.05028	2.0151	0.40919	3.2114	-0.28676	0.46576	3.4195	0.48325	0.24299	0.15188	-0.17438	2.6921	1.2294	0.18936	0.21661	2.3294	2.4353	3.3865	0.05363	0.34385	-0.40083	1.9138	0.29775	3.771	1.0372	0.30273	0.32056	2.406	0.56971	3.7941	0.32685	3.7331	1.7691	2.1992	0.97554	0.42423	2.1271	-0.17969	0.32352	2.0198	0.56761	2.614	0.12537	3.1148	-0.28308	0.43966	0.58609	0.10091	-0.074429	2.4555	2.5925	2.0816	-0.0081058	0.48772	1.9769	0.16457	2.6563	0.11204	0.25814	0.27355	-0.25184	1.8824	0.12771	1.2872	0.099072	2.2947	0.4165	1.8692	0.24818	0.51362	-0.21818
Sema4f	1.1237	3.5431	0.40229	3.6112	1.0267	1.5537	0.5786	2.4303	4.2014	2.0744	3.8006	1.505	3.1805	3.7056	2.8994	2.3763	3.7649	2.3157	2.8814	1.6203	2.0695	3.1226	3.9817	1.6079	3.195	1.6547	3.9703	3.3161	2.6656	1.3365	0.73691	2.7777	1.556	2.7257	1.257	3.6531	2.6875	1.0031	1.81	3.2561	2.1454	3.1527	2.7692	2.7095	0.45279	1.2493	1.7388	1.8513	2.182	3.4157	3.2964	3.4798	1.0599	3.0268	3.207	0.5543	0.42748	2.2368	2.8526	3.2946	3.5541	3.4823	3.5055	2.9846	2.9281	3.3298	2.558	0.68178	0.51535	2.5046	-0.20469	2.942	2.1285	3.1834	1.3032	2.1486	0.3149	2.3126	2.522	2.06	0.60172
Hk2	3.387	3.5773	2.5382	4.2873	4.1717	3.4141	2.28	2.9942	4.3416	3.4106	3.5032	2.6558	4.3274	4.0726	3.8238	3.5806	3.524	3.4526	3.6753	2.5233	3.4491	3.9361	4.2924	3.6192	3.7634	3.2048	3.6457	4.1357	2.6736	2.4124	3.3942	2.3048	4.2285	2.75	3.8959	3.6601	2.8179	3.987	3.8062	4.6487	3.5082	3.2006	3.2873	3.1638	3.4283	2.9506	3.2873	1.9629	3.5643	3.1217	3.8101	3.4239	4.4525	3.0283	3.1565	2.7928	3.4744	4.1482	3.6265	3.952	3.5532	3.5006	3.8906	3.9789	3.903	2.1718	3.5303	3.7843	4.485	4.4223	2.9536	3.7662	3.7513	3.2035	3.2497	2.6671	3.3119	3.5457	3.7711	4.1427	2.9836
Myo18a	0.033835	0.68325	-0.17423	1.9676	2.845	0.90751	1.6019	0.34568	0.12153	2.5672	3.0115	0.95891	2.7298	1.9775	0.36138	3.0257	3.1254	1.3765	1.2503	3.843	1.4447	1.5967	1.8142	1.2458	1.0606	3.1253	0.64934	0.36543	0.096233	2.6113	2.6446	0.57807	0.51382	0.27477	0.56305	1.0431	0.77119	1.6094	1.6557	4.0312	2.4517	1.2231	2.7226	2.8419	0.70974	2.1452	2.2102	2.7919	2.2326	2.7117	2.2387	0.93861	2.0933	2.5636	2.0881	2.7745	0.39809	2.1387	2.0814	2.6752	0.44313	1.5331	3.193	0.55226	2.6786	1.1021	2.1279	2.047	1.3777	1.8845	2.1381	2.3808	2.0513	2.6464	1.3447	1.5995	0.92027	0.65797	0.57208	0.827	2.5574
Haao	-0.001145	0.11287	-0.001145	-0.001145	-0.001145	-0.001145	0.071281	-0.001145	-0.001145	2.9691	-0.001145	0.36076	-0.001145	3.4667	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	0.83265	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	0.23679	-0.001145	2.105	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	2.4361	0.30647	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	0.71447	-0.001145	0.21503	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	0.85596	-0.001145	0.27914	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145	-0.001145
Cd52	3.9299	4.1328	3.5297	4.2406	3.9745	3.3391	3.5264	3.5683	4.6417	3.5988	3.3603	1.8418	4.0641	4.0531	3.4467	3.7709	3.9316	3.4226	3.553	3.3235	3.6387	3.9015	4.3873	3.3231	3.8977	3.8374	3.8104	3.2155	4.0203	3.9546	3.5512	3.4351	4.0922	3.799	3.4966	3.9817	3.5575	3.6265	3.3232	3.6023	3.5136	3.4329	3.2822	3.8314	3.925	3.2733	3.5835	3.7287	3.5457	3.3028	4.3627	3.7778	4.5563	4.1904	3.2477	2.2714	3.5849	3.854	3.7376	3.6874	4.3313	3.9194	4.2515	4.0042	3.5719	4.1878	3.2963	3.3968	4.1556	3.3042	3.7374	3.5353	3.4282	4.238	3.7263	3.9057	2.1858	4.0976	4.766	4.3255	3.3797
Kat2b	0.072373	1.1714	2.2831	2.2849	2.9914	1.119	1.6169	1.6581	0.23391	0.050267	3.1125	1.6342	0.37246	2.8501	2.877	2.932	0.19138	1.3926	1.6808	1.3779	-0.55107	0.438	2.0942	-0.11487	0.7151	-0.22672	-0.39559	2.4084	3.325	0.7823	2.3593	1.3986	0.87002	2.2456	0.34701	2.7064	1.5875	0.29045	2.7046	3.3146	2.019	0.28113	2.7883	0.84289	1.1165	0.51779	0.54505	0.43167	2.375	2.0241	3.4732	0.91523	1.861	0.02952	2.2343	1.3342	0.24092	1.6039	1.5044	3.4011	1.721	0.71993	2.8323	1.8666	1.505	2.1928	1.0631	2.0988	0.77384	1.5097	2.2291	1.5391	0.31726	1.4536	2.2727	2.4665	1.6786	3.0378	0.95115	1.067	0.54845
Spg7	2.3504	1.3264	1.3587	0.84963	2.2717	0.73295	2.347	-0.46325	1.4764	0.292	2.8162	1.284	0.7157	0.50635	2.4756	-0.1237	0.43542	0.52011	2.0367	1.4004	3.2902	2.8161	1.062	1.042	1.8288	1.5726	1.6331	0.91942	1.3559	1.0901	1.8696	2.6253	3.1347	1.3453	2.7017	0.10056	0.94513	2.6198	2.3191	0.44652	2.1267	3.1604	0.48934	0.45562	0.69549	2.8344	-0.14712	-0.020101	1.116	1.5783	2.9226	1.3544	0.27268	0.66943	2.6825	0.87457	2.1639	1.6828	1.7199	0.37305	3.0132	0.47031	0.67091	0.58662	3.4785	2.2466	1.2679	0.84786	3.3149	2.9411	0.83224	0.90719	1.7331	2.5306	2.9688	2.6457	1.3094	1.1398	0.5344	3.3543	1.9497
Rpl13	3.6295	3.8445	3.4385	4.3339	3.6541	3.2785	3.1507	3.4552	4.2082	3.4618	3.8062	2.3329	4.0572	4.1807	3.5148	3.8481	3.9009	3.1425	3.3549	3.5938	3.6688	3.4702	4.0143	3.3625	3.7799	3.2415	3.6932	3.4613	3.6942	3.5425	3.5439	3.3971	3.9948	3.1876	3.577	3.839	3.5288	3.7758	3.5721	3.9921	3.5765	3.6448	3.5842	3.5801	3.0645	2.9933	3.3298	3.6732	3.2555	3.492	3.9192	3.6449	3.8993	3.6823	3.3362	2.9464	3.516	3.6539	3.8014	3.9958	3.6686	2.749	3.7738	4.0222	3.751	3.8355	3.1018	3.0315	3.7674	3.2994	3.449	3.2677	3.4193	4.3197	3.9132	3.4485	2.7299	3.3926	4.1974	4.0675	3.2806
Rpa1	1.5352	4.1779	2.6023	0.55512	2.7471	1.9491	1.744	2.6167	3.7235	2.9447	3.3702	2.1612	2.5548	2.633	2.5125	2.5969	3.8034	3.0637	2.6552	2.0831	1.1126	1.7557	1.2132	1.9278	2.4722	2.5807	3.405	2.3812	3.0814	2.3763	2.0156	2.2587	3.6092	1.1663	3.2348	3.3843	2.0915	1.0355	2.3862	2.9855	2.2388	2.2314	1.8276	3.0592	2.854	1.4297	3.313	3.2135	2.56	1.7265	3.6663	2.4785	3.834	2.8647	1.8337	1.4144	2.8841	1.4955	2.1277	2.5791	2.9536	3.4603	1.5341	1.0257	2.2273	2.5667	2.7737	2.9759	3.5199	2.4263	2.6801	3.0028	2.6908	2.9283	2.27	1.9921	2.1761	2.699	1.9119	0.72154	2.7513
Serpinf1	0.91851	4.0536	0.62899	0.40288	1.4424	0.98691	1.0702	3.4635	3.6778	0.68984	3.623	0.98299	3.5915	3.799	2.8038	0.19848	3.0797	3.3475	1.8044	0.36138	1.7281	3.2169	3.794	3.2664	0.65206	-0.73308	3.3052	0.48329	3.2805	2.7722	2.4703	3.6269	3.2109	2.3568	2.473	3.8766	1.1918	0.48076	2.3056	0.61621	1.6176	3.3765	1.5488	3.1362	2.0552	0.65984	2.9735	-0.42029	2.8964	2.9709	1.774	2.7878	3.9274	3.2292	2.6222	1.0802	3.6014	2.6146	2.973	0.35164	0.58434	1.1669	3.3519	4.4616	3.9897	2.8657	0.27861	0.54248	3.3501	1.4433	1.4915	1.7101	0.084349	0.72087	4.0492	2.6483	0.9852	0.57566	2.7956	3.0007	3.0989
